uid,opinion_valence
-7578660504215732886,1.0
-7578209324109288943,-1.0
-7578098235964045061,-1.0
-7578027498411621595,1.0
-7577845567614835357,1.0
-7577701670914250050,-1.0
-7577454185370937981,-1.0
-7577259842697125528,-1.0
-7576862294450248775,1.0
-7575718527146062357,1.0
-7575254895052497759,-1.0
-7575198885174445057,1.0
-7574450809518061256,1.0
-7572867053118101408,-1.0
-7572657055912512623,-1.0
-7572559862012636140,-1.0
-7572214725531398787,-1.0
-7571730944195743734,1.0
-7571396552821627901,-1.0
-7571036094459651307,-1.0
-7570949252885007077,1.0
-7570853502554683591,1.0
-7570743476008856341,1.0
-7570355895584928740,1.0
-7570177198562689119,-1.0
-7569497874760361193,-1.0
-7569224581194328975,-1.0
-7568722180608760008,1.0
-7568393294006057499,1.0
-7568236536509915533,-1.0
-7567574254212741944,-1.0
-7567333892752206419,1.0
-7567112369555603783,1.0
-7567038589825493455,-1.0
-7567002257186077018,-1.0
-7565204165457913248,1.0
-7564397437196968601,1.0
-7563378959166043851,-1.0
-7563253711343770326,1.0
-7563181110967368832,-1.0
-7561470473601978241,-1.0
-7560863707322384622,1.0
-7560766251104140458,1.0
-7560303695850372302,1.0
-7558521308226307190,-1.0
-7557679559930011255,1.0
-7557221362393456768,-1.0
-7556449742498418364,1.0
-7554881008455734330,1.0
-7554842220989645770,1.0
-7554579974768891146,-1.0
-7554490617984481546,0.6
-7553291181169515247,-1.0
-7553231792798377906,1.0
-7553001321008743947,0.3333333333333333
-7551718949226553671,-1.0
-7551469048304603270,1.0
-7550558170268612286,1.0
-7550005890906402996,1.0
-7549599035443095532,1.0
-7549235811916426521,-1.0
-7548939155678040914,-1.0
-7548175915285438701,1.0
-7547980902281088857,1.0
-7547960679860568933,1.0
-7547899159569007147,1.0
-7547891418626030065,-1.0
-7547413616173993131,-1.0
-7547152728667437897,1.0
-7547038255172530221,-1.0
-7545237588440065763,1.0
-7545128820771834022,-1.0
-7544740466532625175,1.0
-7544586842043664417,-1.0
-7543552192684663492,-1.0
-7543003302878141895,-1.0
-7542760129731384350,1.0
-7542735624596361561,1.0
-7542648205158420598,-1.0
-7542551055925549078,-1.0
-7541952936177874339,-1.0
-7540860188448290607,1.0
-7540609932507484280,1.0
-7538905252354185267,-1.0
-7538851505211469109,1.0
-7538228338717677702,1.0
-7537413531076329311,-1.0
-7537275325848692675,1.0
-7537080198402387298,-1.0
-7536507908038083350,-1.0
-7534684045100100849,-1.0
-7534435187219170507,-1.0
-7533869933875393417,-1.0
-7533550925036996327,-1.0
-7532216042352962107,1.0
-7531424520946849696,-1.0
-7530993985352408745,1.0
-7530197485730754836,-1.0
-7529390341643616786,-1.0
-7528663874038200191,1.0
-7528543952323006260,1.0
-7528073944281470382,1.0
-7527831182616250062,1.0
-7526748156196011691,1.0
-7526595186630272682,-1.0
-7526548479047076688,-1.0
-7526469600203577862,1.0
-7526114670792146759,1.0
-7525900217949574263,-0.3333333333333333
-7525795841072798778,-1.0
-7525116488356311351,-1.0
-7523876563489039582,-1.0
-7522808961461636608,-1.0
-7522747229043199882,1.0
-7522196236395504635,-1.0
-7520915197182472417,-1.0
-7520247332243563242,-1.0
-7520210385201890865,-1.0
-7519711088082356015,1.0
-7518985872214214924,1.0
-7518914445303887118,1.0
-7518456677695166034,-1.0
-7517427722342829497,1.0
-7517138447807140476,-1.0
-7516722906512341340,-1.0
-7516601516403449500,1.0
-7516119763644674908,1.0
-7515838053663097942,1.0
-7515753059509344995,-1.0
-7515229075510582936,1.0
-7513471020637848199,-1.0
-7511866205810889425,-0.4166666666666667
-7511381508674201493,1.0
-7511078951299774081,1.0
-7510686175333309471,-1.0
-7510277702300424884,-1.0
-7510160508254715577,-1.0
-7510131891201911230,1.0
-7509498656457128058,1.0
-7508819997972057974,-1.0
-7508033019749360452,-0.25925925925925924
-7507468297606562717,1.0
-7507072987326843394,1.0
-7505730267625769133,1.0
-7505714344081490021,-1.0
-7504005430253394103,-1.0
-7503511417176355453,1.0
-7502790764570936263,1.0
-7502388447635542428,1.0
-7502040699673646421,1.0
-7502016801859229215,-1.0
-7501451848338869429,1.0
-7500718690161844171,-1.0
-7500413631772214429,-0.6666666666666666
-7499226454324498924,-1.0
-7496972855845232897,-1.0
-7496590938923391883,-1.0
-7496104080663955479,-1.0
-7496032391022617935,-1.0
-7495055067099129893,1.0
-7494714377186218408,1.0
-7493414303808830355,-1.0
-7492423406955445024,-1.0
-7491876655340402732,-1.0
-7491841303646890949,-1.0
-7491112497420819825,-1.0
-7490536210649321577,-1.0
-7490327157287435941,-1.0
-7490199331790627639,1.0
-7489091192420007348,-1.0
-7488777991891359702,-1.0
-7487940705126994736,-1.0
-7487601838188440619,-1.0
-7486981111263556158,1.0
-7485581317991868369,1.0
-7485018632928996490,-1.0
-7485005993380022294,-1.0
-7484363900270787833,1.0
-7483554495976177901,1.0
-7483313282234743474,1.0
-7483121632333320415,1.0
-7482609667166298715,-1.0
-7482009406641463332,1.0
-7478137701888068382,1.0
-7478118907158004238,1.0
-7477708952971573414,1.0
-7477500171146218899,-1.0
-7475980797390010646,1.0
-7474626696549908247,-1.0
-7474313078575352616,-1.0
-7474178571265052799,1.0
-7472170459185560493,1.0
-7470267732500750532,-1.0
-7470088715686124828,-1.0
-7468827265432704573,1.0
-7468775724922459062,1.0
-7468471640942994756,1.0
-7466969572773881631,1.0
-7466093958840133927,-1.0
-7465765045082780343,1.0
-7463692309849779267,1.0
-7463547252566383750,1.0
-7462982728688558501,-0.30434782608695654
-7462177170371438368,-1.0
-7461589866132667113,1.0
-7460154656003989056,-1.0
-7460000272961423280,1.0
-7459659909091826056,1.0
-7458466532330547512,1.0
-7457933032967596260,1.0
-7457868007248282152,-1.0
-7457415937190426336,-1.0
-7456458892032444608,1.0
-7455932082667910088,1.0
-7455844460054578435,-1.0
-7455061757316180935,1.0
-7454798163653123745,-1.0
-7453888315019260491,-1.0
-7453803168216367536,-1.0
-7453669958078426091,-1.0
-7453543717241791522,-1.0
-7453461663584042158,-1.0
-7453153781160518375,0.6363636363636364
-7452682392368179023,1.0
-7452248878716542792,1.0
-7452217826877594706,-1.0
-7451697947353011589,-1.0
-7450380844676281679,-1.0
-7449015489878246857,-1.0
-7447277415024693942,0.42857142857142855
-7447058000854896141,-1.0
-7444078114309866742,-1.0
-7444075248247046443,-1.0
-7442401785625309284,-1.0
-7441873231713857030,-1.0
-7441206647219387829,1.0
-7440810978680188443,-1.0
-7440457174489614135,-1.0
-7440203367655504841,1.0
-7440191639854907711,1.0
-7439969222679490681,-1.0
-7438303473552281888,1.0
-7438268259646848781,-1.0
-7438164758583017496,-1.0
-7437992532592894795,-1.0
-7437334215277674013,-1.0
-7437209033534223492,-1.0
-7436161703566153605,1.0
-7435396902942168212,1.0
-7435130899309860212,1.0
-7434559275836814307,0.0
-7433626543264064224,-1.0
-7431372670264307566,1.0
-7431344663510153519,-1.0
-7431218809344301241,-1.0
-7430357696547657767,1.0
-7430036167215040837,1.0
-7429657882346567338,-1.0
-7428766356009000766,1.0
-7428513317700737673,-1.0
-7428270653890902182,1.0
-7428249064315727813,-1.0
-7427582865729467332,-1.0
-7426845643554574204,-1.0
-7424325018681236955,1.0
-7424282497713907547,-1.0
-7424147547147717444,-1.0
-7423250747371254408,-1.0
-7422824732610973990,-1.0
-7422576249150307036,0.0
-7422462753649105182,-1.0
-7421899418531196672,-1.0
-7421728008189880823,0.0
-7421719941994139315,-1.0
-7420462524284124641,-1.0
-7419882860672941523,1.0
-7419434285887426784,1.0
-7417168818426733848,-1.0
-7416485192692493941,1.0
-7416402933847223889,1.0
-7416350527474083100,1.0
-7415860219091286724,-1.0
-7415695316598148472,1.0
-7414819878793057271,1.0
-7413975376041083722,-1.0
-7412690008603157731,1.0
-7412570868677378249,-1.0
-7411502025036348431,0.6
-7411403696646038360,-1.0
-7410723307290126204,1.0
-7410679731116594376,-1.0
-7408757152381852122,-1.0
-7408174292346657675,1.0
-7407988171814781659,1.0
-7407081204098310940,-1.0
-7406442618091913786,-1.0
-7406282332753407533,-1.0
-7406050656129693792,-1.0
-7403487657680487411,-1.0
-7402932751920872146,1.0
-7402780509965668274,1.0
-7402509740808873972,-1.0
-7402217443024023881,-1.0
-7402097947145642910,-1.0
-7400860588722930491,-1.0
-7400711771503370861,0.3333333333333333
-7400438711214242067,1.0
-7399931942369695628,1.0
-7398319584685204450,-1.0
-7395082345440581542,1.0
-7394523953503034570,-1.0
-7393852385182581620,1.0
-7392498013027936058,1.0
-7391828820291251044,-1.0
-7391529179021066878,-1.0
-7390953142050013278,1.0
-7389149749993775106,0.2
-7388424539479505201,-1.0
-7388295415766190175,1.0
-7386666849643257598,0.6
-7385751056512740292,1.0
-7384570859842701333,1.0
-7383074166154294570,1.0
-7383004186841665907,1.0
-7383002460409301354,1.0
-7381985017538143739,-1.0
-7381111334683508319,-1.0
-7380295977032487528,1.0
-7379389260366254600,1.0
-7379083085964502694,1.0
-7378895922644641211,-1.0
-7378729856118109678,-1.0
-7378230392522148878,1.0
-7377676427862154890,1.0
-7376771261282479875,1.0
-7376564695199831363,-1.0
-7375917968832258798,-1.0
-7375597414548023670,1.0
-7374235734554470221,1.0
-7374223175061009352,1.0
-7374179130693197090,1.0
-7374095235451129383,-1.0
-7372411872905295174,1.0
-7371900145382627851,1.0
-7371354268796406217,1.0
-7370311850124459004,-1.0
-7369919418461893069,-1.0
-7369813818480217899,0.1111111111111111
-7369249330319310594,1.0
-7369182091543537361,-1.0
-7368511669270540326,-1.0
-7368376556021463746,-1.0
-7367195041949540776,1.0
-7366902271169863691,1.0
-7366396198124186442,-1.0
-7366202262841249301,-1.0
-7366175532034743386,1.0
-7365956992078233811,1.0
-7365441507229621263,1.0
-7363911027400541768,-1.0
-7363868931229188597,-1.0
-7362298624852435461,-1.0
-7362112033216614798,-1.0
-7362025485225247824,-1.0
-7361806516624204830,-1.0
-7361594403471588115,1.0
-7361415441662521363,-1.0
-7360937345404497046,1.0
-7360848502349142404,1.0
-7360312089132814207,1.0
-7359340162708548512,-1.0
-7358604274449069255,-1.0
-7358457868065461322,1.0
-7358106350056124107,-1.0
-7356775043150207340,1.0
-7356677119296872650,1.0
-7354896578260492902,1.0
-7354465293521494645,-1.0
-7354397797434833910,-1.0
-7353283949484094149,-1.0
-7352531176059389988,1.0
-7352462298635691008,-1.0
-7351996314268498979,1.0
-7351038251322669242,-1.0
-7350932794748943350,1.0
-7350867903467628754,-1.0
-7349901558274302007,1.0
-7349309668453994062,-1.0
-7349214777884182222,1.0
-7345832406529700326,1.0
-7345355111937159318,1.0
-7345320893996189290,1.0
-7345259736969957662,1.0
-7344784830909303185,-1.0
-7344488253379144173,1.0
-7344238478354908719,-1.0
-7343383061324564287,-1.0
-7343087050113340830,-1.0
-7341698032623420621,-1.0
-7341391277689478491,1.0
-7341003807055800951,-1.0
-7340667782011589703,-1.0
-7340648330733483811,1.0
-7340359503821669638,-1.0
-7339761304223228686,-1.0
-7336720870597453260,-1.0
-7336359581569710471,-1.0
-7334837845499379425,-1.0
-7334816511906087486,1.0
-7333512511037142367,-1.0
-7333294924486836293,1.0
-7333162446969946061,-1.0
-7333064238720740065,1.0
-7330545134483880591,1.0
-7330437979604901733,-1.0
-7330056642305324925,1.0
-7329982969571258485,-1.0
-7329766463530398955,-1.0
-7329761857709772972,1.0
-7328658270697911280,-1.0
-7327447728964280950,-1.0
-7327209871120122977,1.0
-7326744255233387968,-1.0
-7326204236114963590,1.0
-7325956627220671281,1.0
-7325955944915393299,-1.0
-7325428451942248751,0.0
-7325313481886621806,-0.7203389830508474
-7324192465761076120,-1.0
-7323873189687336895,-1.0
-7323821958800579723,-1.0
-7323674965191998996,-1.0
-7323578228253532579,1.0
-7323110768517009048,1.0
-7323021797739971205,1.0
-7322326011750630185,1.0
-7321591459459890922,-1.0
-7321063823331786394,1.0
-7320428853186287134,-1.0
-7320348900525463874,-1.0
-7319751013957755328,-1.0
-7319702343801001576,1.0
-7319433383199671642,1.0
-7319263333900028735,1.0
-7319201650864921910,1.0
-7318754496636417639,-1.0
-7317922239437415469,1.0
-7317262127782958615,1.0
-7317254417824079841,-1.0
-7317026017833494248,-1.0
-7316236863434869069,-1.0
-7316140681217637344,-1.0
-7315650826502474188,-1.0
-7315054453861292241,1.0
-7314627005384565865,-1.0
-7314609886681264226,-1.0
-7314177078635062099,1.0
-7313848719139590367,-1.0
-7313589117680411560,-1.0
-7313351552194065875,1.0
-7313271184325553157,-1.0
-7312162812134412839,-1.0
-7311758788482465870,1.0
-7310849147740347262,1.0
-7310357255439155576,1.0
-7310141330533591357,-1.0
-7309696284372612415,1.0
-7309544951205876302,1.0
-7309389604414338321,-1.0
-7309360621344656973,-1.0
-7308267304854813067,1.0
-7308148553291718937,1.0
-7308128586915446655,-1.0
-7307231421574634394,1.0
-7304571231249767478,1.0
-7300632980090268121,-1.0
-7300444701796314449,-1.0
-7299704225267385662,1.0
-7299670647222001195,1.0
-7299282706791950520,-1.0
-7298928415484423190,1.0
-7297228855795948429,1.0
-7296836986755569222,-1.0
-7296538162436100220,1.0
-7295526043686929968,1.0
-7295312375252964000,1.0
-7295128260827721317,1.0
-7294535437170611375,-1.0
-7292709632569187119,1.0
-7292450072080530827,1.0
-7291953849060803983,-1.0
-7291771219639548271,-1.0
-7291084665953400407,-1.0
-7290719276152700632,1.0
-7290550960670416743,-1.0
-7290499151254152285,-1.0
-7290050458736914732,-1.0
-7289683455234634023,-1.0
-7289295963038412210,1.0
-7289256794428007536,-1.0
-7289101397222096563,-1.0
-7287858029986820227,-1.0
-7287763897177613863,-1.0
-7287668989317410206,-1.0
-7287391850513493479,-1.0
-7287367373421822070,-1.0
-7286797034843411497,-1.0
-7285616343615445822,1.0
-7285262425636342268,-1.0
-7284855841707204410,1.0
-7284262363408390265,-1.0
-7284163812712391551,-1.0
-7282971157330894920,1.0
-7282900972833951093,-1.0
-7281274057213258229,-1.0
-7280915259533231096,-1.0
-7279953847236892676,1.0
-7279824016912340658,-1.0
-7279621227522584118,0.0
-7278912856059910428,1.0
-7278492670441220946,1.0
-7278299922329990168,-1.0
-7276344624346880439,1.0
-7276043755474111393,-1.0
-7275857859640438657,1.0
-7275709553774938012,1.0
-7275405978540271197,-1.0
-7275317201409486625,1.0
-7275283735254286980,1.0
-7274761442019562518,1.0
-7274446868995101782,1.0
-7274432385448615729,-1.0
-7274432211064846762,1.0
-7274010471452732039,-1.0
-7273743008497175815,1.0
-7272965460077921249,1.0
-7272775758631389518,-1.0
-7272026040033938985,-1.0
-7271827965451900476,-1.0
-7270996423525291130,1.0
-7270937188259158640,1.0
-7268380271396075592,-1.0
-7268214040922797579,-1.0
-7268165234817035568,-1.0
-7267732185549204618,1.0
-7267624577066059560,1.0
-7266937713008470778,1.0
-7266609257018169802,1.0
-7266427040976939745,1.0
-7265943353797278501,-1.0
-7264616303690016769,1.0
-7263627320653694267,-1.0
-7263475873825913191,1.0
-7260675688505929530,-1.0
-7260227556235740212,-1.0
-7260052656305233844,-1.0
-7259532993086509011,-1.0
-7259143204777077625,1.0
-7257394222012507445,-1.0
-7257260261663531492,-1.0
-7257083692650192326,-1.0
-7256689458322313667,1.0
-7256217831052449878,1.0
-7255682252124784995,1.0
-7254512181720639354,-1.0
-7254430999626858409,1.0
-7254272349924326018,-1.0
-7253514615753210529,-1.0
-7253314122355458423,0.0
-7252318952728567038,-1.0
-7251072649302139201,-1.0
-7251047308078332503,1.0
-7250716453673065074,1.0
-7250026207844285249,1.0
-7248060196659733649,-1.0
-7247825873407209958,1.0
-7247041594178427078,1.0
-7246335525870403032,1.0
-7245664780654089237,1.0
-7245659135595746756,1.0
-7245487347207158154,-1.0
-7245472568807607336,-1.0
-7244126121793435807,-1.0
-7243237912695012494,1.0
-7243181577782962210,1.0
-7241692126928662362,1.0
-7240798892603553521,1.0
-7239918502992373855,0.2
-7239245264874551532,1.0
-7239131095437656565,1.0
-7239034334236610026,1.0
-7239025682771935320,1.0
-7236485549846795130,-1.0
-7236076996249199335,1.0
-7235460867584687812,-1.0
-7235253934660199064,1.0
-7234095103641781319,1.0
-7233363385613250428,1.0
-7232256784560050799,-1.0
-7231998283149101016,-1.0
-7231952972897880951,-1.0
-7230072530146988193,1.0
-7229960811120046120,1.0
-7229929342059006090,-1.0
-7229130489624935311,-1.0
-7228826696103179347,-1.0
-7228567433336439355,-1.0
-7228366600194260314,0.0
-7228337824776991477,-1.0
-7227786022077111854,-1.0
-7226843281329912494,1.0
-7226715987707432890,1.0
-7225864689231104219,1.0
-7225690110211168419,1.0
-7224958033241122488,-1.0
-7224929050555968694,1.0
-7224739803534211037,1.0
-7221947441530699784,-1.0
-7221422093048214067,-1.0
-7219818428419355890,-1.0
-7218508799028309870,-1.0
-7217772232540365185,-1.0
-7216993249250337727,1.0
-7216524686134095906,-1.0
-7216012623225565270,1.0
-7215443749594170415,-1.0
-7215403396309892446,1.0
-7213927256219919155,1.0
-7210938158739726115,1.0
-7208481062854850049,1.0
-7208257659511076122,1.0
-7207633301307223161,1.0
-7207620024961038662,1.0
-7207174544950053630,-1.0
-7206826848172044141,-0.3333333333333333
-7206376834594582196,-1.0
-7205750791299784761,1.0
-7205099329741844274,-1.0
-7204505732050092208,1.0
-7204019047423213366,-1.0
-7203296074338969511,1.0
-7202855621317945355,-1.0
-7202517484473311030,-1.0
-7200040520116832304,-1.0
-7199870188667514548,-1.0
-7198758819685515330,-1.0
-7198235570065583106,-1.0
-7197693023403658549,1.0
-7197366945564842230,1.0
-7197292916411913016,-1.0
-7196676694135400389,-1.0
-7196644730258819416,1.0
-7196592983896363424,1.0
-7196108258032572536,1.0
-7194879922079649915,-1.0
-7193614365986125795,1.0
-7193304020858970826,0.5813953488372093
-7192951711248288077,1.0
-7192804325262569200,-1.0
-7192559675518309333,1.0
-7191107648239015171,1.0
-7190697909900940579,-1.0
-7189080692193521478,1.0
-7189007771313554016,1.0
-7188289946306752165,1.0
-7185580987566218397,1.0
-7185317590772649281,-1.0
-7185293489625234207,-1.0
-7184011997350459871,1.0
-7183914429044038076,1.0
-7183644362576659822,-1.0
-7181813696561199544,0.6263736263736264
-7181740976382382160,1.0
-7180972275845840673,-1.0
-7180632201003879336,1.0
-7180620887916719990,-1.0
-7180208251084401283,-1.0
-7179872562090622908,1.0
-7179694965986951574,-1.0
-7179420390657038201,-1.0
-7178798532860792598,-1.0
-7177846419929617187,-1.0
-7176839493951293839,1.0
-7176550417270343171,-1.0
-7176008065089058662,-1.0
-7175925960041931684,1.0
-7175246912296205084,1.0
-7175205799062242135,-1.0
-7175137679456981072,1.0
-7172800187715432426,-1.0
-7172593924082739875,-1.0
-7172581892226639861,-1.0
-7172388768644224279,1.0
-7171959689094991866,1.0
-7171913151292453462,1.0
-7171597995834718818,-1.0
-7171006729057084535,-1.0
-7170857886247710079,-1.0
-7170733592978030298,-1.0
-7170564277145506763,1.0
-7170409321733201788,-1.0
-7169821874714031519,-1.0
-7168476204946157085,1.0
-7168336021215421145,1.0
-7167902796272776158,1.0
-7167844635677156595,1.0
-7167724077451009866,-1.0
-7166011421504525576,0.0
-7165907381546042844,-1.0
-7165774064649772587,1.0
-7165745635121620221,-0.3333333333333333
-7165131478193299644,-1.0
-7164691434905221019,-1.0
-7164485680682586690,1.0
-7163921138504018628,-1.0
-7162134168035906290,1.0
-7161995586702116729,-1.0
-7161629626203628322,-1.0
-7160970811566006932,1.0
-7160468111701483169,1.0
-7160452304301140641,-1.0
-7160227744898712799,-1.0
-7159463660570706659,1.0
-7159013004946287981,1.0
-7158881195898951997,-1.0
-7158183531974573704,1.0
-7157255629746042138,1.0
-7156712903973746061,-1.0
-7156607167816719190,-1.0
-7156538096512656693,-1.0
-7155893967299968182,-1.0
-7155639885010413770,-1.0
-7155595535719323030,1.0
-7154459400681471998,1.0
-7153941920550416621,1.0
-7152992755534855467,-1.0
-7152926407088669960,-0.6666666666666666
-7152805571800501957,1.0
-7151933441426242528,-1.0
-7150735556508886538,1.0
-7150511602810973785,1.0
-7149475433461927511,1.0
-7147390629267374061,-1.0
-7145603457664282943,0.0
-7145583117629777383,1.0
-7145375432525105157,1.0
-7142831795911978026,1.0
-7140395799939213704,-1.0
-7140182496586428204,-1.0
-7138604689853364240,-1.0
-7138303302821473371,-1.0
-7137968097114131294,-1.0
-7136814884903714164,1.0
-7136813808934124905,-1.0
-7136793337453061027,-1.0
-7136502916797237045,1.0
-7135767851903026494,1.0
-7134779706687317644,1.0
-7134469755586553462,0.6923076923076923
-7134156683109611613,1.0
-7133652458288121993,-0.42105263157894735
-7133488118299442594,1.0
-7132715779586822817,1.0
-7132615067775877607,1.0
-7131986294830575356,0.2857142857142857
-7131273589651544232,-1.0
-7130067600545025017,-1.0
-7129845845924360018,-1.0
-7128664329081938529,-1.0
-7128603854897497077,-1.0
-7128465067023762306,-1.0
-7127205758650217496,-1.0
-7126373352231071502,-1.0
-7126024213725607534,-1.0
-7125806877202220920,-1.0
-7125253763364456393,1.0
-7124391831900489660,1.0
-7124259330715868143,1.0
-7124218121037983012,1.0
-7123277048002011039,1.0
-7123163417248417215,1.0
-7122700067590177670,1.0
-7121960156730218131,-1.0
-7121391608787426197,1.0
-7121126508619986397,1.0
-7121077335524809087,-1.0
-7120271859598694152,1.0
-7119054112879972408,1.0
-7118389154661694880,1.0
-7117041107114224885,-1.0
-7116714307827725279,1.0
-7116220264839524070,-1.0
-7116041204831178978,1.0
-7115807471565411547,1.0
-7114891375702855425,1.0
-7114509503154422305,-1.0
-7114151981376926495,1.0
-7113981190164172290,-1.0
-7110900602056279418,-1.0
-7110612348171578152,-0.8666666666666667
-7110014491324123293,1.0
-7109860706512289588,1.0
-7109101497765453784,1.0
-7109049779824035003,1.0
-7108877880314104871,-1.0
-7108098441626891805,-1.0
-7108006582195834449,1.0
-7106800461289317028,-1.0
-7106556531392257462,1.0
-7106513123121411944,1.0
-7105753622154823567,1.0
-7105384693749595639,-1.0
-7105063459283297884,-1.0
-7104594369255205197,1.0
-7103218462906081172,0.0
-7102438704738834575,-1.0
-7101862901689749207,1.0
-7101405519101246258,1.0
-7100532000229993787,1.0
-7100027397164957473,1.0
-7099813336873041666,1.0
-7099790612966945420,-1.0
-7099405408041302621,-1.0
-7097890097612153435,-1.0
-7097425382779617151,-1.0
-7096896392007459109,-1.0
-7096283002468185298,1.0
-7095797744774624278,1.0
-7093634097395283849,-1.0
-7093426843647573488,1.0
-7092124283582402233,-1.0
-7091678803891263648,1.0
-7089458696618843525,-1.0
-7088951591932945529,1.0
-7088947191455309381,-1.0
-7087626646850550393,1.0
-7086871230589097028,-1.0
-7086062295912435717,-1.0
-7084049414342160609,1.0
-7083781444707624024,-1.0
-7082855156643744699,-1.0
-7082002686128840990,0.6666666666666666
-7079135525245807689,1.0
-7078416764569421447,-1.0
-7077713697447826544,1.0
-7077412841830439478,1.0
-7077220219355953641,-1.0
-7076657841237181651,1.0
-7076555435437790285,1.0
-7074330032818820242,1.0
-7073563921449633451,1.0
-7073163223221425685,-1.0
-7072827482106891688,-1.0
-7071593769088482961,-1.0
-7070608287216472609,-1.0
-7070539514185288761,-1.0
-7070462157711656326,-1.0
-7069572553798908407,-1.0
-7069380748212295768,-1.0
-7069252012813161461,-1.0
-7068776494215915195,-1.0
-7068510235604897037,1.0
-7068434533655921418,1.0
-7067544053650975766,-1.0
-7067238914679268669,-1.0
-7067028005704854092,1.0
-7066974700764330744,1.0
-7066506590103671531,1.0
-7066481157873269179,-1.0
-7064996762036463323,1.0
-7064978872926379560,-1.0
-7064930522333660260,1.0
-7064500408625293026,-1.0
-7064161062419788677,-1.0
-7063954879848130893,-1.0
-7063276704102808814,1.0
-7062304208014946660,-1.0
-7062189465154819008,-1.0
-7061722655951267597,1.0
-7061558528882201153,-1.0
-7060968057126201153,1.0
-7060892319522342657,-1.0
-7060100504960207243,1.0
-7059500382844418811,-1.0
-7059200885440350361,0.0
-7059040760643081264,1.0
-7057964245455517189,-1.0
-7056943377051385185,1.0
-7056658685249632772,-1.0
-7056502664347610025,1.0
-7056367578676756304,-1.0
-7055367002782117374,1.0
-7054715138265816879,-1.0
-7053839919518125900,-0.9375
-7053650901956580611,-1.0
-7052865924921732902,1.0
-7051573963845363085,-1.0
-7051061984902836636,0.6666666666666666
-7051010126694179764,-1.0
-7049727954525187277,1.0
-7049708135864116393,1.0
-7048109754504996926,-1.0
-7047535389653044831,1.0
-7047343720130857515,1.0
-7047315131235716899,1.0
-7046579913962164376,-1.0
-7046414268499111480,-1.0
-7043722445723963726,-1.0
-7043398708239245942,-1.0
-7043058876164353441,1.0
-7041237871932420751,-1.0
-7041122738789389340,1.0
-7037496919010787701,1.0
-7037339718921363338,-1.0
-7037147702145707279,1.0
-7035536050762858944,-0.42857142857142855
-7034298984284646840,1.0
-7033689897845705997,1.0
-7033396109037013416,-1.0
-7032277316666608174,1.0
-7031149990086151045,-1.0
-7029961783059347942,1.0
-7029458448127992504,1.0
-7028784282352938723,1.0
-7028727757946724809,-0.2
-7028589194877388906,1.0
-7027938897534596231,1.0
-7027340520802566700,1.0
-7026883175484039554,1.0
-7025845242204219075,-1.0
-7025709957333144806,-1.0
-7025428314185352851,-1.0
-7025090456339201067,-1.0
-7020499850136915699,1.0
-7019207558437768093,-1.0
-7018942081460948367,-1.0
-7018581933469055059,-1.0
-7017336256271832988,-1.0
-7017092593970673230,-1.0
-7016305687513693525,1.0
-7015738331443900444,0.0
-7014387812750634075,1.0
-7012839077625356331,1.0
-7011777907388389390,1.0
-7011328997619601694,-1.0
-7011077808026513850,1.0
-7010956633877179722,1.0
-7010819594350551615,1.0
-7009303688898349845,-1.0
-7009174855596437658,-1.0
-7008893834391892083,-1.0
-7007856329775428404,-1.0
-7007221936463851964,-1.0
-7007090560441297920,-1.0
-7006864087108174330,-1.0
-7006271256615042188,1.0
-7005519823564284238,-1.0
-7004523490043152436,0.0
-7004497328103286078,1.0
-7004019802103296895,0.7142857142857143
-7002315649350070875,-1.0
-7001631970334971811,-1.0
-7001509662171185596,-1.0
-7001048500441961467,1.0
-7000990108557888637,-1.0
-7000711267251379384,-1.0
-6999053649649872386,-1.0
-6998928879739616731,-1.0
-6998588455903401082,1.0
-6996938183860845977,1.0
-6995910111568810719,-1.0
-6995470243124948116,-1.0
-6995299115677475218,-1.0
-6994305932216767125,-1.0
-6994275431640383344,1.0
-6994057326752100120,1.0
-6993531690208583745,1.0
-6992996999138842433,-1.0
-6992806466881101804,-1.0
-6992724060734530521,1.0
-6992289309435028104,1.0
-6990625308656741293,-1.0
-6990557801113739805,-1.0
-6990189086236062258,-1.0
-6990140470774856993,1.0
-6989887557851749646,-1.0
-6989272045063859186,1.0
-6988522170802212254,-1.0
-6988371395416809026,-1.0
-6987265082242156100,-1.0
-6986016013930592411,-1.0
-6985423374735527452,1.0
-6985269065611957041,1.0
-6984176053434730691,-1.0
-6984087844947145830,0.3333333333333333
-6983473422035416402,-1.0
-6983176833143149984,-0.7777777777777778
-6982865945565922113,-1.0
-6981770863276565782,1.0
-6981368557021428134,1.0
-6979077285140604740,1.0
-6978558765190305214,-1.0
-6978226852559575855,-1.0
-6978220737757757099,-1.0
-6977717109577507259,1.0
-6974446849233570112,1.0
-6973704065494662693,1.0
-6973102717282858053,-1.0
-6972456764770579448,-1.0
-6971945272449471634,-1.0
-6971598798452250435,-1.0
-6971580588946374310,1.0
-6969671552646821832,-1.0
-6969456131350611579,-1.0
-6968632899180167608,-1.0
-6968146494211944818,-1.0
-6967731162036280578,0.0
-6967197347570662127,-1.0
-6964872050178266228,-1.0
-6964264374414905061,-1.0
-6963398308168643673,1.0
-6963188558075111607,1.0
-6962478242787714107,-1.0
-6962214757261397049,-1.0
-6961953994936026561,1.0
